advice,cons,countHelpful,countNotHelpful,date,Date,employmentStatus,id,isAnonymousEmployee,isCurrentEmployee,isLegal,jobEndingYear,jobTitle,lengthOfEmployment,location,pros,ratings/0/rating,ratings/0/title,ratings/1/rating,ratings/1/title,ratings/2/rating,ratings/2/title,ratings/3/rating,ratings/3/title,ratings/4/rating,ratings/4/title,ratings/5/rating,ratings/5/title,ratings/6/rating,ratings/6/title,reviews/0/isOK,reviews/0/title,reviews/1/isOK,reviews/1/title,reviews/2/isOK,reviews/2/title,title,type,url
Get aligned and focus on productive culture,Closing plant and moving to a  more favorable tax base location,0,0,2017-03-13T06:10:24.483,2017-03-13,REGULAR,14159764,FALSE,TRUE,TRUE,,Group Leader,20,"Weirton, WV","Great earning potential, support, professionalism and fairness",3,Work/Life Balance,4,Overall,1,Culture & Values,0,Diversity & Inclusion,3,Senior Management,2,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,,CEO Approval,,Business Outlook,Coil Line Operator/Group Leader,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW14159764.htm
Have set schedules,rotating 12 hour shifts nights days weekends and massive OT,1,0,2021-05-18T13:18:52.550,2021-05-18,REGULAR,47118932,FALSE,FALSE,TRUE,2018,Material Handler,6,"Golden, CO","Pay is very good and benefits are good, bit on expensive side.",1,Work/Life Balance,2,Overall,2,Culture & Values,4,Diversity & Inclusion,2,Senior Management,1,Career Opportunities,5,Compensation and Benefits,FALSE,Recommend,TRUE,CEO Approval,,Business Outlook,Don't work in the warehhouse,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW47118932.htm
,Needs better talent management and development.,0,0,2012-01-15T09:48:17.050,2012-01-15,,1283047,TRUE,TRUE,TRUE,,,0,"Broomfield, CO","A company with allot of history. A global market leader in its business segment, good benefits for employees.",3.5,Work/Life Balance,3,Overall,0,Culture & Values,0,Diversity & Inclusion,3,Senior Management,3,Career Opportunities,3,Compensation and Benefits,,Recommend,TRUE,CEO Approval,,Business Outlook,Good place to Work at.,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW1283047.htm
Hire management that knows whats going on!!!!!!!!,Management did not know anything about printing that's why they closed the plant!!!!!,0,0,2013-08-21T14:48:17.790,2013-08-21,REGULAR,2961387,FALSE,FALSE,TRUE,2013,Pressman/Coater Operator,20,"Elgin, IL","Very good wages,good people to work with.",0,Work/Life Balance,4,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,0,Career Opportunities,0,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Pressman/Coater Operator,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW2961387.htm
,there is no cons for this company,2,0,2018-01-30T17:48:18.393,2018-01-30,REGULAR,18996670,FALSE,TRUE,TRUE,,Front End Mechanic,2,"Chatsworth, CA","good benefits , a lot of overtimes",5,Work/Life Balance,5,Overall,5,Culture & Values,0,Diversity & Inclusion,5,Senior Management,5,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,excellent place to work,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW18996670.htm
,The shift they have you work. Hard to do anything with the changing shift,0,0,2016-06-26T06:42:24.907,2016-06-26,REGULAR,11043740,TRUE,TRUE,TRUE,,,6,"Findlay, OH",Good starting wage. Great job if looking for a factory job,2,Work/Life Balance,3,Overall,2,Culture & Values,0,Diversity & Inclusion,2,Senior Management,2,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,,CEO Approval,,Business Outlook,Jobs a Ball,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW11043740.htm
,The job is ending because our original company (Rexam) was sold.,0,0,2017-08-14T07:37:25.960,2017-08-14,REGULAR,16348363,FALSE,TRUE,TRUE,,Senior Benefits Analyst,20,"Charlotte, NC",The employees in my group are truly professional and a great team.,0,Work/Life Balance,5,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,0,Career Opportunities,0,Compensation and Benefits,TRUE,Recommend,,CEO Approval,FALSE,Business Outlook,Senior Benefits Analyst,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW16348363.htm
,"Anti-union
Undermanned 
HR is only here 10am-2pm and some days works from home",2,0,2018-07-20T04:16:10.643,2018-07-20,REGULAR,21567831,FALSE,TRUE,TRUE,,Maintainer,20,"Los Angeles, CA","Good pay
Good people on the floor",2,Work/Life Balance,2,Overall,3,Culture & Values,0,Diversity & Inclusion,1,Senior Management,2,Career Opportunities,4,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,All they do is close union plants,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW21567831.htm
Fill your open positions. We are tired of working overtime to cover for you. Increase your pay to attract workers.,Overworked people people are sick. Managers with no experience because the experienced managers quit or retired. Unsafe.,0,0,2020-02-23T13:55:56.607,2020-02-23,REGULAR,32024001,FALSE,FALSE,TRUE,2019,Mechanic,20,"New York, NY",Overtime. That is it. Nothing more.,1,Work/Life Balance,1,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,2,Career Opportunities,2,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,,Business Outlook,Overworking their people,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW32024001.htm
,Didn't see long term growth opportunity,0,0,2021-02-20T08:18:22.827,2021-02-20,REGULAR,42809852,FALSE,FALSE,TRUE,2018,Engineering Support Coordinator,0,"Columbus, OH",Good stock options for employees,0,Work/Life Balance,3,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,0,Career Opportunities,0,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Not for me,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW42809852.htm
,The constant change of strategies,0,0,2020-12-30T09:28:03.040,2020-12-30,REGULAR,39937524,FALSE,FALSE,TRUE,2020,Internal Audit Manager,6,"Denver, CO","A growing company, good environment",3,Work/Life Balance,4,Overall,3,Culture & Values,3,Diversity & Inclusion,3,Senior Management,4,Career Opportunities,3,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,Great company,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW39937524.htm
,Opportunities for growth is limited,0,0,2021-03-13T15:28:22.450,2021-03-13,REGULAR,43951772,FALSE,FALSE,TRUE,2019,Senior SAP Security Analyst,0,"Denver, CO","Good Benefits, flexibility and friendly environment",0,Work/Life Balance,4,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,0,Career Opportunities,0,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,SAP,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW43951772.htm
Focus on employees,"Lost sight of what made this a top company- EMPLOYEES
They will sell your facility as soon as they have sucked the life out of it.",4,0,2016-02-18T21:51:38.173,2016-02-18,REGULAR,9623552,FALSE,TRUE,TRUE,,Technician,9,"Bristol, VA","Outstanding pay and benefits. 
Pretty good work balance",4,Work/Life Balance,1,Overall,1,Culture & Values,0,Diversity & Inclusion,2,Senior Management,1,Career Opportunities,4,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,The down hill slide,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW9623552.htm
,"Poor management.
No open to listen
No work life balance - total joke
Plant Manager runs an ""old boys network"" and doesn't listen to feedback",3,0,2018-04-25T11:14:34.410,2018-04-25,REGULAR,20305030,TRUE,FALSE,TRUE,2017,,2,"Kent, WA","None, unless you are a long-term employee.  Ball acquired Rexam and it went downhill.",1,Work/Life Balance,1,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,1,Career Opportunities,1,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,,Business Outlook,Not a good company,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW20305030.htm
cut your looses and remove the current management  they are clueless,TO MUCH FORCED OVERTIME THAT YOU MUST WORK,4,0,2018-02-13T06:39:23.817,2018-02-13,REGULAR,19222155,FALSE,TRUE,TRUE,,Coil Tech,2,"Canton, OH",lots of overtime that YOU HAVE TO WORK,1,Work/Life Balance,1,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,1,Career Opportunities,1,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,a slave for the big picture,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW19222155.htm
,Promise you the world then you go to lunch and find out they sold the plant and  closing it,0,0,2019-04-03T09:18:43.543,2019-04-03,REGULAR,25490461,FALSE,FALSE,TRUE,2017,Maintenance Mechanic,20,"Hubbard, OH",Great people in plant including in house management,4,Work/Life Balance,1,Overall,3,Culture & Values,0,Diversity & Inclusion,1,Senior Management,1,Career Opportunities,4,Compensation and Benefits,FALSE,Recommend,,CEO Approval,FALSE,Business Outlook,Skip over this job,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW25490461.htm
none,to many people looking to get ahead by pointing out mistakes of others,0,0,2017-08-09T13:26:29.530,2017-08-09,REGULAR,16289008,FALSE,FALSE,TRUE,2014,Machine Operator,2,"Findlay, OH","pay was great,that's about it",1,Work/Life Balance,1,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,1,Career Opportunities,5,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,"pays good,employees not so much",review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW16289008.htm
Ball should close this plant.,Extremely dirty place to work. Union members are horrible.,0,0,2020-07-14T06:19:44.807,2020-07-14,REGULAR,34215629,FALSE,FALSE,TRUE,2016,Machine Operator,20,"Saint Paul, MN",None to talk about here.,1,Work/Life Balance,1,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,1,Career Opportunities,1,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,Don't waste you time.,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW34215629.htm
,"Long shifts, may have to work night shift",0,0,2017-12-28T11:07:09.140,2017-12-28,REGULAR,18501854,FALSE,TRUE,TRUE,,Maintenance Engineer,20,"Fairfield, CA","Great Culture, excellent pay and benefits, work schedule and many opportunities for advancement",4,Work/Life Balance,5,Overall,5,Culture & Values,0,Diversity & Inclusion,4,Senior Management,5,Career Opportunities,4,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Excellent Company to Work For!!,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW18501854.htm
Make set shifts.,The 12 hour rotating shifts are hard.,0,0,2021-01-08T05:27:29.787,2021-01-08,REGULAR,40275010,FALSE,TRUE,TRUE,,Lead Technician,20,"Wallkill, NY",The people you work with are great and the Money is good too!,3,Work/Life Balance,5,Overall,5,Culture & Values,5,Diversity & Inclusion,3,Senior Management,4,Career Opportunities,4,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,Short &amp; honest!,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW40275010.htm
keep up the good work,Company is growing to fast,0,0,2011-07-24T07:16:43.760,2011-07-24,,1033646,FALSE,TRUE,TRUE,,Plant Analyst,0,"Conroe, TX",They do care about the people working for the company,4,Work/Life Balance,5,Overall,0,Culture & Values,0,Diversity & Inclusion,4,Senior Management,3,Career Opportunities,2.5,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,,Business Outlook,Good orgnization to work for,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW1033646.htm
,It is hard to move up,0,0,2020-01-15T19:56:58.327,2020-01-15,REGULAR,31318367,FALSE,TRUE,TRUE,,Maintainer,6,"Findlay, OH",They are nice and they try to help you with anything you need,5,Work/Life Balance,5,Overall,4,Culture & Values,0,Diversity & Inclusion,3,Senior Management,4,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,,CEO Approval,,Business Outlook,I like working here good people,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW31318367.htm
,There was a little uncertainty due to the market,0,0,2020-03-15T12:41:40.540,2020-03-15,REGULAR,32374193,FALSE,FALSE,TRUE,2018,Administrative Assistant,9,"Horsham, PA","Flexible, Steady, Good office environment.  Overall a good company to work for.",4,Work/Life Balance,4,Overall,3,Culture & Values,0,Diversity & Inclusion,3,Senior Management,3,Career Opportunities,4,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Good to work for,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW32374193.htm
,"High deductible health insurance plans. Swing shift, 12 hour work schedule.",1,0,2020-03-27T11:31:34.327,2020-03-27,REGULAR,32512253,FALSE,TRUE,TRUE,,Production Associate,20,"Rome, GA",Higher than the average pay for jobs of this type.,3,Work/Life Balance,4,Overall,4,Culture & Values,0,Diversity & Inclusion,2,Senior Management,4,Career Opportunities,4,Compensation and Benefits,TRUE,Recommend,,CEO Approval,TRUE,Business Outlook,Benefits,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW32512253.htm
Keep up the good job,Maybe to big of company,0,0,2016-04-03T19:15:04.137,2016-04-03,,10140248,FALSE,FALSE,TRUE,2012,Sales,0,"Chicago, IL","Great opportunities, good people to work with,, tuition reimbursement",0,Work/Life Balance,5,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,0,Career Opportunities,0,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,Great company to work for,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW10140248.htm
,They used up their 10 years tax free and now they're closing up shop and moving. They've also hired people knowing they were bound to close. Preach safety but desire production.,2,0,2016-06-26T08:22:03.387,2016-06-26,REGULAR,11044252,FALSE,TRUE,TRUE,,Oven Unloader,2,"Weirton, WV",Stable paycheck. Besides that there really isn't too much. Mismanaged. Very anti union. In fact we were the last one in the company.,3,Work/Life Balance,1,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,3,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,,CEO Approval,FALSE,Business Outlook,Plant closing,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW11044252.htm
Work on communication.,"Shutting our plant down, lack of communication.",2,0,2016-07-12T00:26:25.190,2016-07-12,REGULAR,11209036,FALSE,TRUE,TRUE,,Preventative Maintenance Supervisor,20,"Weirton, WV",Great company to work for.,4,Work/Life Balance,4,Overall,5,Culture & Values,0,Diversity & Inclusion,4,Senior Management,4,Career Opportunities,3,Compensation and Benefits,TRUE,Recommend,,CEO Approval,TRUE,Business Outlook,Production Supervisor,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW11209036.htm
Need to take real look at the direction your taking the company it might come back and bite you.,"Taking jobs to Mexico,cheap labor and cheap products. Letting American workers down closing two plants on east coast in about a year apart.",4,0,2016-05-05T18:20:07.517,2016-05-05,,10508053,FALSE,FALSE,TRUE,2016,END Tech,0,"Bristol, RI","None ,taking work from american workers!",1,Work/Life Balance,1,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,1,Career Opportunities,1,Compensation and Benefits,,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,going south of the boarder.,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW10508053.htm
,poor training and no growth,2,0,2017-11-28T16:14:21.473,2017-11-28,REGULAR,18105819,FALSE,FALSE,TRUE,2016,Warehouse Associate,1,"Carmel, IN",Pay and overtime are good,3,Work/Life Balance,2,Overall,2,Culture & Values,0,Diversity & Inclusion,2,Senior Management,1,Career Opportunities,4,Compensation and Benefits,FALSE,Recommend,,CEO Approval,,Business Outlook,can make decent money,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW18105819.htm
,Management has their favorites as with other companies,0,0,2021-01-04T14:50:39.930,2021-01-04,REGULAR,40085556,FALSE,FALSE,TRUE,2019,Maintainer,4,"Williamsburg, VA",Pay and benefits are very good,0,Work/Life Balance,4,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,0,Career Opportunities,0,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Great pay,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW40085556.htm
,will shut down your plant on a whim,0,0,2018-11-09T12:36:35.253,2018-11-09,,23345625,TRUE,FALSE,TRUE,2017,,6,"Broomfield, CO",pay and benefits are good,2,Work/Life Balance,2,Overall,2,Culture & Values,0,Diversity & Inclusion,2,Senior Management,2,Career Opportunities,4,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,they are job killers,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW23345625.htm
Outsource IT,"Infighting between departments, culture of blame",1,0,2018-11-10T05:47:56.530,2018-11-10,REGULAR,23352742,FALSE,FALSE,TRUE,2017,Network Administrator,2,"Broomfield, CO","Very capable staff, new building",3,Work/Life Balance,2,Overall,2,Culture & Values,0,Diversity & Inclusion,2,Senior Management,2,Career Opportunities,2,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,IT Department,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW23352742.htm
,Hours are rough but you’ll get used to them,0,0,2021-01-08T08:28:49.263,2021-01-08,PART_TIME,40282567,FALSE,FALSE,TRUE,2017,Maintainer,9,"Findlay, OH",Great pay for their workers,2,Work/Life Balance,4,Overall,3,Culture & Values,0,Diversity & Inclusion,3,Senior Management,3,Career Opportunities,3,Compensation and Benefits,TRUE,Recommend,,CEO Approval,TRUE,Business Outlook,Steve,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW40282567.htm
,Only invest in certain people.,1,0,2020-10-23T12:39:31.717,2020-10-23,REGULAR,37541385,FALSE,FALSE,TRUE,2020,Coordinator,0,"Broomfield, CO","Steady Work
Good people
Safe Industry
Environmentally focused",0,Work/Life Balance,3,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,0,Career Opportunities,0,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Fair Job,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW37541385.htm
,not a lot of upward mobility.,0,0,2021-01-07T17:37:51.067,2021-01-07,REGULAR,40254709,FALSE,FALSE,TRUE,2017,Press Mechanic,4,"Columbus, OH","Good people, straight forward pay structure",5,Work/Life Balance,4,Overall,3,Culture & Values,5,Diversity & Inclusion,2,Senior Management,3,Career Opportunities,5,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Great job,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW40254709.htm
,long hours and bad management,0,0,2021-03-29T17:45:25.587,2021-03-29,REGULAR,44745563,FALSE,TRUE,TRUE,,Ops Manager,2,"Nashville, TN",great team to work with,0,Work/Life Balance,3,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,3,Career Opportunities,4,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,great company to work for,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW44745563.htm
,Rotating shifts are hard on family,0,0,2021-03-30T01:19:39.920,2021-03-30,REGULAR,44759045,FALSE,TRUE,TRUE,,Quality Technician,1,"Pittston, PA",Pay is great and overtime is unlimited,3,Work/Life Balance,4,Overall,4,Culture & Values,4,Diversity & Inclusion,4,Senior Management,3,Career Opportunities,5,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Great,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW44759045.htm
,weekends were split by shifts.,0,0,2021-06-23T16:29:46.477,2021-06-23,REGULAR,48762174,FALSE,FALSE,TRUE,2018,Electronics Technician,6,"Longview, TX","Great pay, great benefits, built in overtime",4,Work/Life Balance,4,Overall,5,Culture & Values,4,Diversity & Inclusion,3,Senior Management,5,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,Awesome place,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW48762174.htm
Get rid of the crappy supervisors and hire enough people so you don't have to force overtime so often to the other employees,"They say ""Safety - Quality - Production"" but production is the primary. The work life balance that they preach is not really the way they act. They can, and will work you 20 days in a row, without regards to prior family commitments or physical fatigue",1,0,2021-07-23T00:34:18.043,2021-07-23,REGULAR,50168184,FALSE,TRUE,TRUE,,Electrical Technician,4,"Kent, WA","The paychecks never bounce. 4 12 hour days working, 4 days off",1,Work/Life Balance,1,Overall,1,Culture & Values,4,Diversity & Inclusion,2,Senior Management,2,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,,CEO Approval,TRUE,Business Outlook,Ball Corp,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW50168184.htm
,Very old-school mentality. Not a very diverse company and they don't seem to promote POC.,0,0,2021-09-12T21:42:37.703,2021-09-12,REGULAR,52442104,FALSE,FALSE,TRUE,2021,Mechanical Engineer,0,"Boulder, CO","Good benefits, a lot of different things to learn",4,Work/Life Balance,3,Overall,3,Culture & Values,1,Diversity & Inclusion,2,Senior Management,4,Career Opportunities,5,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Very old-school mentality but good benefits,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW52442104.htm
,Mandatory overtime can lead to 20 working days straight.,0,0,2021-10-19T12:42:54.857,2021-10-19,REGULAR,54205897,FALSE,TRUE,TRUE,,Operator,0,"Kent, WA","4 on, 4 off schedule.",0,Work/Life Balance,2,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,0,Career Opportunities,0,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Ehh.,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW54205897.htm
